Post Date,Due Date,Encoded Name,Invoice #,Charge Category,Charge Detail,Program,Program Schedule,Billing Term,Original Charge,Discount 1,Discount 2,Discount 3,Discount 4,Discount Amount,Original Charge Amount,Adjustment Amount,Current Charge Amount,Encoded Name
8/1/2022,8/1/2022,AB944,26776458,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($200.00), $-   ,AB944
7/27/2022,8/1/2022,BX294,25947497,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,BX294
8/1/2022,8/1/2022,DA466,26727940,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,DA466
8/1/2022,8/1/2022,ET187,26693788,Enrollment Fee,New Enrollment,,,,$350.00 ,Special Promotion,,,,($175.00),$175.00 , $-   ,$175.00 ,ET187
8/1/2022,8/1/2022,ET187,26693788,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,ET187
8/1/2022,8/1/2022,FA203,26778635,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,FA203
8/1/2022,8/1/2022,HS639,26776852,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,HS639
8/1/2022,8/1/2022,JA169,26780520,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($200.00), $-   ,JA169
8/1/2022,8/1/2022,MJ601,26776037,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($200.00), $-   ,MJ601
8/1/2022,8/1/2022,NH274,26777132,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,NH274
7/15/2022,8/1/2022,PC821,22239448,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,PC821
8/1/2022,8/1/2022,RA282,26781062,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($200.00), $-   ,RA282
8/1/2022,8/1/2022,SF131,26781451,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,SF131
8/1/2022,8/1/2022,YP112,26782143,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,YP112
8/1/2022,8/1/2022,ZG633,26779729,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,ZG633
8/2/2022,8/2/2022,AO557,27052993,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AO557
8/2/2022,8/2/2022,ZJ754,27053421,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,ZJ754
8/2/2022,8/2/2022,ZJ754,27053421,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ZJ754
8/3/2022,8/3/2022,SN870,27289544,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,SN870
8/9/2022,8/9/2022,LM145,27975885,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LM145
8/9/2022,8/9/2022,LF424,27991333,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,LF424
8/10/2022,8/10/2022,AQ336,28187397,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AQ336
8/10/2022,8/10/2022,SJ111,28187356,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,SJ111
8/11/2022,8/12/2022,EM146,28373622,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,EM146
8/11/2022,8/12/2022,JN116,28374811,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,JN116
8/11/2022,8/12/2022,OM863,28374172,Enrollment Fee,New Enrollment,,,,$350.00 ,Special Promotion,,,,($175.00),$175.00 , $-   ,$175.00 ,OM863
8/15/2022,8/15/2022,BD987,28628480,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,,($175.00),$175.00 ,($175.00), $-   ,BD987
8/15/2022,8/15/2022,JH765,28716105,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,JH765
8/15/2022,8/15/2022,JI590,28641240,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,JI590
8/15/2022,8/15/2022,MV832,28629929,Enrollment Fee,New Enrollment,,,,$350.00 ,Friends & Family,,,,($150.00),$200.00 , $-   ,$200.00 ,MV832
8/15/2022,8/15/2022,NS328,28717242,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,NS328
8/15/2022,8/15/2022,ZJ159,28621017,Enrollment Fee,New Enrollment,,,,$175.00 ,Prepayment Discount,,,,($100.00),$75.00 ,($75.00), $-   ,ZJ159
8/22/2022,8/22/2022,DA530,29603353,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,DA530
8/25/2022,8/25/2022,AL254,30162795,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AL254
8/25/2022,8/25/2022,LS329,30227536,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LS329
8/26/2022,8/29/2022,RM321,30346436,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RM321
8/31/2022,8/31/2022,LE969,31374552,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,LE969
8/31/2022,8/31/2022,ME496,31374125,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ME496
9/7/2022,9/7/2022,AK459,31884984,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 ,($175.00), $-   ,AK459
9/9/2022,9/9/2022,FB569,32750139,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,FB569
9/9/2022,9/12/2022,BV903,32696077,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,BV903
9/14/2022,9/16/2022,MS696,33389778,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MS696
9/21/2022,9/21/2022,HH814,34162808,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,HH814
9/26/2022,9/26/2022,GL233,34919254,Enrollment Fee,New Enrollment,,,,$350.00 ,Special Promotion,,,,($175.00),$175.00 , $-   ,$175.00 ,GL233
9/28/2022,9/30/2022,MR561,35100133,Enrollment Fee,New Enrollment,,,,$350.00 ,Special Promotion,,,,($175.00),$175.00 , $-   ,$175.00 ,MR561
10/4/2022,10/10/2022,AA861,35566034,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AA861
10/10/2022,10/10/2022,ME928,35937864,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ME928
10/10/2022,10/11/2022,AK459,35943080,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,AK459
10/10/2022,10/12/2022,ND172,35942975,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,ND172
10/27/2022,10/27/2022,AM803,38251250,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,AM803
10/27/2022,10/27/2022,DA313,38248466,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,DA313
10/27/2022,10/31/2022,LB679,38248177,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LB679
10/27/2022,10/31/2022,SS200,38248322,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,SS200
10/27/2022,11/1/2022,DS619,38248384,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,DS619
11/1/2022,11/1/2022,SW989,38594711,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,SW989
11/10/2022,11/10/2022,AL551,39442921,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AL551
11/10/2022,11/10/2022,PK439,39443039,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,PK439
11/14/2022,11/14/2022,GB770,39662953,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,GB770
11/14/2022,11/14/2022,NN583,39663677,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,NN583
11/16/2022,11/16/2022,DT181,39808242,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,DT181
11/22/2022,11/22/2022,GH526,40127426,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,GH526
11/28/2022,11/28/2022,ES118,40460771,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ES118
12/5/2022,12/5/2022,GP226,41124622,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,GP226
12/6/2022,12/6/2022,MR369,41213915,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MR369
12/9/2022,12/9/2022,ZI474,41624031,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,ZI474
12/12/2022,12/12/2022,RB437,41793012,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RB437
12/12/2022,12/12/2022,VB388,41793309,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,VB388
12/14/2022,12/14/2022,AC367,42004059,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AC367
1/3/2023,1/3/2023,DT781,43828432,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,DT781
1/3/2023,1/3/2023,ST267,43828444,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,ST267
1/4/2023,1/4/2023,YN891,43960281,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,YN891
1/5/2023,1/5/2023,MT215,44066955,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MT215
1/6/2023,1/6/2023,AJ193,44194784,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,AJ193
1/6/2023,1/6/2023,CW920,44194584,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,CW920
1/6/2023,1/6/2023,ID171,44191101,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,ID171
1/6/2023,1/6/2023,LW234,44194649,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LW234
1/10/2023,1/10/2023,LA585,44457688,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LA585
1/12/2023,1/12/2023,EC567,44689275,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,EC567
1/12/2023,1/12/2023,ZI474,44689405,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ZI474
1/13/2023,1/13/2023,VA179,44811200,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,VA179
1/17/2023,1/17/2023,AM420,45055209,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,AM420
1/17/2023,1/17/2023,HT481,45062767,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,HT481
1/19/2023,1/19/2023,AY581,45276112,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AY581
1/23/2023,1/23/2023,TL619,45500961,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,TL619
1/25/2023,1/25/2023,OJ220,45676881,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,OJ220
1/26/2023,1/26/2023,AQ505,45741630,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,AQ505
1/26/2023,1/26/2023,YU722,45741820,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,YU722
1/27/2023,1/27/2023,MA985,45933342,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MA985
2/6/2023,2/6/2023,AV103,46591616,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AV103
3/1/2023,3/1/2023,ET932,48729399,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ET932
3/1/2023,3/1/2023,GH513,48729296,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,GH513
3/10/2023,3/10/2023,ZU852,51060337,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ZU852
3/14/2023,3/14/2023,ET995,51435144,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,,($350.00), $-   , $-   , $-   ,ET995
3/14/2023,3/14/2023,HT997,51435322,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,,($175.00), $-   , $-   , $-   ,HT997
3/14/2023,3/14/2023,HT169,51435323,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,,($175.00), $-   , $-   , $-   ,HT169
3/14/2023,3/14/2023,ZH509,51435487,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ZH509
3/27/2023,3/27/2023,HR233,52597181,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,HR233
3/27/2023,3/27/2023,NG856,52597250,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,NG856
3/31/2023,3/31/2023,RC963,53144310,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RC963
3/31/2023,3/31/2023,RK366,53144309,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RK366
4/10/2023,4/10/2023,JG940,53749266,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,JG940
4/10/2023,4/10/2023,PM313,53749267,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,PM313
4/11/2023,4/11/2023,ZF331,53825001,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,ZF331
4/14/2023,4/14/2023,LS215,54303991,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LS215
3/20/2023,4/14/2023,RM321,51845133,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RM321
4/17/2023,4/17/2023,MA994,54512719,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MA994
4/18/2023,4/18/2023,AQ220,54633579,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,AQ220
4/18/2023,4/18/2023,MR459,54633457,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,MR459
4/18/2023,4/18/2023,SR468,54633122,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,SR468
4/20/2023,4/20/2023,MB500,54912318,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MB500
4/21/2023,4/21/2023,WM146,55052444,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,WM146
4/25/2023,4/25/2023,CC948,55311466,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,CC948
4/25/2023,4/25/2023,CC235,55311724,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,CC235
4/25/2023,4/25/2023,LC530,55312233,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,LC530
4/25/2023,4/25/2023,LC901,55311518,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,LC901
4/25/2023,4/25/2023,MH971,55314255,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MH971
4/27/2023,4/27/2023,MM838,55685018,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,MM838
4/27/2023,4/27/2023,RH251,55681532,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RH251
4/27/2023,4/27/2023,YU839,55685477,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,YU839
5/4/2023,5/4/2023,AJ150,56527689,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 ,($175.00), $-   ,AJ150
5/4/2023,5/4/2023,AA246,56516693,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,AA246
5/4/2023,5/4/2023,NA166,56516634,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,NA166
5/9/2023,5/9/2023,PB959,56922156,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,PB959
5/9/2023,5/9/2023,YN410,56922473,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,YN410
5/9/2023,5/9/2023,ZA406,56922637,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,ZA406
5/19/2023,5/19/2023,EK601,57878073,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,EK601
5/19/2023,5/19/2023,EA165,57877828,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,EA165
5/24/2023,5/24/2023,SJ262,58308290,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,SJ262
5/25/2023,5/25/2023,TT516,58469680,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,TT516
5/26/2023,5/26/2023,RR665,58668829,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RR665
6/5/2023,6/5/2023,AE928,59848365,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 ,($100.00), $-   ,AE928
6/5/2023,6/5/2023,AA792,59841106,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,AA792
6/5/2023,6/5/2023,AA828,59858215,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AA828
6/5/2023,6/5/2023,HF905,59833167,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,HF905
6/5/2023,6/5/2023,ML404,59832793,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,ML404
6/5/2023,6/5/2023,NJ160,59833427,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,NJ160
6/5/2023,6/5/2023,RM957,59848728,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 ,($100.00), $-   ,RM957
6/5/2023,6/5/2023,WR485,59858474,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,WR485
6/8/2023,6/8/2023,GH838,60758764,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,GH838
6/14/2023,6/14/2023,SE659,61447698,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,SE659
6/21/2023,6/21/2023,CE590,62342238,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,CE590
6/22/2023,6/22/2023,AJ150,62599865,Enrollment Fee,New Enrollment,,,,$175.00 ,,,,, $-   ,$175.00 , $-   ,$175.00 ,AJ150
6/28/2023,6/28/2023,RV308,63700322,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,RV308
7/5/2023,7/5/2023,AA457,65275650,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,AA457
7/5/2023,7/5/2023,KA910,65275536,Enrollment Fee,Summer,,,,$100.00 ,,,,, $-   ,$100.00 , $-   ,$100.00 ,KA910
7/13/2023,7/13/2023,TK549,67193370,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,TK549
7/14/2023,7/14/2023,EK740,67846568,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,EK740
7/14/2023,7/14/2023,KY791,67847057,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 ,($350.00), $-   ,KY791
7/20/2023,7/20/2023,AC196,70111565,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,AC196
7/20/2023,7/20/2023,ZT667,70111212,Enrollment Fee,New Enrollment,,,,$350.00 ,,,,, $-   ,$350.00 , $-   ,$350.00 ,ZT667
7/6/2023,8/1/2023,AJ157,65369130,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AJ157
7/6/2023,8/1/2023,AB723,65369168,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,AB723
7/6/2023,8/1/2023,AO557,65366274,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AO557
7/6/2023,8/1/2023,AK459,65363304,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,AK459
7/6/2023,8/1/2023,AG289,65370229,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($200.00), $-   ,AG289
7/10/2023,8/1/2023,AJ732,66755965,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AJ732
7/6/2023,8/1/2023,AQ505,65365720,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AQ505
7/6/2023,8/1/2023,AF115,65364498,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AF115
7/7/2023,8/1/2023,AQ336,65769146,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AQ336
7/6/2023,8/1/2023,AA675,65369119,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AA675
7/6/2023,8/1/2023,AB584,65370206,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AB584
7/6/2023,8/1/2023,AT168,65364500,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AT168
7/7/2023,8/1/2023,AJ582,65769143,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AJ582
7/6/2023,8/1/2023,AM803,65366446,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AM803
7/6/2023,8/1/2023,AS333,65369132,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AS333
7/6/2023,8/1/2023,AM420,65365721,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AM420
7/6/2023,8/1/2023,AH405,65362747,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,AH405
7/6/2023,8/1/2023,AJ459,65365722,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,AJ459
7/6/2023,8/1/2023,BS238,65370201,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,BS238
6/2/2023,8/1/2023,BT640,59671196,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($100.00),$100.00 ,BT640
7/6/2023,8/1/2023,CK660,65369164,Enrollment Fee,Re-enrollment,,,,$200.00 ,,,,, $-   ,$200.00 ,($200.00), $-   ,CK660
7/7/2023,8/1/2023,DH547,65769144,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 ,($100.00), $-   ,DH547
7/6/2023,8/1/2023,DT181,65359532,Enrollment Fee,Re-enrollment,,,,$200.00 ,Special Promotion,,,,($100.00),$100.00 , $-   ,$100.00 ,DT181
